CATEGORIES,Price_Type,Value_Type,MonthNum,Year,Month_Name,Date,Sales_R_Millions
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,4,2019,April,2019-04-01,6917
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,5,2019,May,2019-05-01,7147
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,6,2019,June,2019-06-01,6827
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,7,2019,July,2019-07-01,7185
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,8,2019,August,2019-08-01,7273
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,9,2019,September,2019-09-01,7064
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,10,2019,October,2019-10-01,7754
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,11,2019,November,2019-11-01,8019
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,12,2019,December,2019-12-01,11034
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,1,2020,January,2020-01-01,6952
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,2,2020,February,2020-02-01,6660
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,3,2020,March,2020-03-01,7369
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,4,2020,April,2020-04-01,4414
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,5,2020,May,2020-05-01,4961
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,6,2020,June,2020-06-01,6036
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,7,2020,July,2020-07-01,5873
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,8,2020,August,2020-08-01,6880
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,9,2020,September,2020-09-01,7342
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,10,2020,October,2020-10-01,8143
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,11,2020,November,2020-11-01,7840
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,12,2020,December,2020-12-01,10693
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,1,2021,January,2021-01-01,4653
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,2,2021,February,2021-02-01,7333
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,3,2021,March,2021-03-01,7576
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,4,2021,April,2021-04-01,7210
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,5,2021,May,2021-05-01,7484
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,6,2021,June,2021-06-01,6488
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,7,2021,July,2021-07-01,5771
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,8,2021,August,2021-08-01,7346
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,9,2021,September,2021-09-01,7550
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,10,2021,October,2021-10-01,8011
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,11,2021,November,2021-11-01,7798
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,12,2021,December,2021-12-01,10871
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,1,2022,January,2022-01-01,7779
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,2,2022,February,2022-02-01,7045
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,3,2022,March,2022-03-01,7673
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,4,2022,April,2022-04-01,7442
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,5,2022,May,2022-05-01,7028
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,6,2022,June,2022-06-01,6843
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,7,2022,July,2022-07-01,7366
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,8,2022,August,2022-08-01,6873
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,9,2022,September,2022-09-01,6979
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,10,2022,October,2022-10-01,7712
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,11,2022,November,2022-11-01,7463
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,12,2022,December,2022-12-01,10476
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,1,2023,January,2023-01-01,6763
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,2,2023,February,2023-02-01,6962
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,3,2023,March,2023-03-01,7326
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,4,2023,April,2023-04-01,7112
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,5,2023,May,2023-05-01,6714
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,6,2023,June,2023-06-01,6971
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,7,2023,July,2023-07-01,7243
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,8,2023,August,2023-08-01,6860
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,9,2023,September,2023-09-01,7213
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,10,2023,October,2023-10-01,7621
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,11,2023,November,2023-11-01,7285
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,12,2023,December,2023-12-01,10410
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,1,2024,January,2024-01-01,6692
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,2,2024,February,2024-02-01,7022
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,3,2024,March,2024-03-01,7447
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,4,2024,April,2024-04-01,7011
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,5,2024,May,2024-05-01,7089
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,6,2024,June,2024-06-01,6994
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,7,2024,July,2024-07-01,7241
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,8,2024,August,2024-08-01,7250
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,9,2024,September,2024-09-01,6965
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,10,2024,October,2024-10-01,7641
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,11,2024,November,2024-11-01,7552
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,12,2024,December,2024-12-01,10713
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,1,2025,January,2025-01-01,7192
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,2,2025,February,2025-02-01,6795
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,3,2025,March,2025-03-01,7273
"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,4,2025,April,2025-04-01,7191
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Actual values,1,2008,January,2008-01-01,4388
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Actual values,2,2008,February,2008-02-01,4639
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Actual values,3,2008,March,2008-03-01,4597
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Actual values,4,2008,April,2008-04-01,4566
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Actual values,5,2008,May,2008-05-01,4529
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Actual values,6,2008,June,2008-06-01,4460
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Actual values,7,2008,July,2008-07-01,4833
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Actual values,8,2008,August,2008-08-01,4570
